Price,TransferDate,PostCode,PropType,Age,Duration,City,District,County
461000,43733,BR3 4HY,Flat,Pre-Owned,Leasehold,BECKENHAM,BROMLEY,GREATER LONDON
356000,43686,SE25 6QA,Flat,Pre-Owned,Leasehold,LONDON,CROYDON,GREATER LONDON
285000,43707,DA1 4BT,Flat,Pre-Owned,Leasehold,DARTFORD,BEXLEY,GREATER LONDON
335950,43756,SM1 2NX,Flat,Pre-Owned,Leasehold,SUTTON,SUTTON,GREATER LONDON
210000,43749,SE19 2AS,Flat,Pre-Owned,Leasehold,LONDON,BROMLEY,GREATER LONDON
340000,43721,TW11 8UE,Flat,Pre-Owned,Leasehold,TEDDINGTON,RICHMOND UPON THAMES,GREATER LONDON
175000,43721,SE26 4NT,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
342000,43707,SE6 1AT,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
305000,43712,TW12 2RY,Flat,Pre-Owned,Leasehold,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON
430000,43721,TW9 1AH,Flat,Pre-Owned,Leasehold,RICHMOND,RICHMOND UPON THAMES,GREATER LONDON
380000,43725,SW2 5QS,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
440000,43692,SE4 1YP,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
240250,43651,E15 3AS,Flat,Pre-Owned,Leasehold,LONDON,NEWHAM,GREATER LONDON
385000,43672,SE8 4DZ,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
660005,43719,SW18 2HW,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
250500,43732,SE9 4TG,Flat,Pre-Owned,Leasehold,LONDON,GREENWICH,GREATER LONDON
490500,43662,SW16 6LT,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
325000,43704,SW8 4ER,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
450000,43734,TW2 7SQ,Flat,Pre-Owned,Leasehold,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON
295000,43733,SW2 3DF,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
352000,43738,SE23 1DY,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
463000,43691,SE26 4QG,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
420000,43719,SE19 1QH,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
560000,43707,SW16 2BA,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
1685000,43739,SW18 1AN,Terraced,Pre-Owned,Freehold,LONDON,WANDSWORTH,GREATER LONDON
693000,43717,SW15 1DT,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
375000,43476,E12 6DA,Flat,Pre-Owned,Leasehold,LONDON,NEWHAM,GREATER LONDON
290000,43713,SE14 5LU,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
275000,43714,E6 1LW,Flat,Pre-Owned,Leasehold,LONDON,NEWHAM,GREATER LONDON
347500,43706,SE26 6SF,Flat,Pre-Owned,Leasehold,LONDON,SOUTHWARK,GREATER LONDON
490000,43679,SE26 5RJ,Terraced,Pre-Owned,Freehold,LONDON,LEWISHAM,GREATER LONDON
599000,43707,SE22 0LN,Flat,Pre-Owned,Leasehold,LONDON,SOUTHWARK,GREATER LONDON
580000,43704,SE13 7DW,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
357000,43700,SW11 2QY,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
395000,43735,SE13 7DW,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
525000,43733,SW16 2XR,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
330000,43693,SE18 1QB,Flat,Pre-Owned,Leasehold,LONDON,GREENWICH,GREATER LONDON
320000,43721,SE6 1TH,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
137437,43770,EN4 0BW,Flat,NewBuild,Leasehold,BARNET,ENFIELD,GREATER LONDON
335250,43739,N12 9RX,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
290000,43726,TW7 6AA,Other,Pre-Owned,Leasehold,ISLEWORTH,HOUNSLOW,GREATER LONDON
335250,43739,N12 9RX,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
335250,43739,N12 9RX,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
335250,43739,N12 9RX,Other,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
335250,43739,N12 9RX,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
160000,43773,EN2 6ER,Flat,Pre-Owned,Leasehold,ENFIELD,ENFIELD,GREATER LONDON
91650,43727,E9 6QY,Other,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
160000,43773,EN2 6ER,Flat,Pre-Owned,Leasehold,ENFIELD,ENFIELD,GREATER LONDON
20000,43686,HA5 4JR,Other,Pre-Owned,Leasehold,PINNER,HARROW,GREATER LONDON
27000,43745,N7 6EU,Other,Pre-Owned,Freehold,LONDON,ISLINGTON,GREATER LONDON
1600,43775,N15 4JB,Other,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
756700,43668,N4 2BX,Flat,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
625000,43697,E8 3QA,Flat,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
725000,44022,KT2 5LR,Terraced,Pre-Owned,Freehold,KINGSTON UPON THAMES,KINGSTON UPON THAMES,GREATER LONDON
785000,44029,SW20 8BT,Terraced,Pre-Owned,Freehold,LONDON,MERTON,GREATER LONDON
715000,44034,SW19 2HS,Detached,Pre-Owned,Freehold,LONDON,MERTON,GREATER LONDON
560000,44036,KT9 1BA,Semi-Detached,Pre-Owned,Freehold,CHESSINGTON,KINGSTON UPON THAMES,GREATER LONDON
282500,44015,SE25 5NY,Terraced,Pre-Owned,Freehold,LONDON,CROYDON,GREATER LONDON
357500,44029,CR2 7DF,Terraced,Pre-Owned,Freehold,SOUTH CROYDON,CROYDON,GREATER LONDON
490000,44029,KT6 7NS,Terraced,Pre-Owned,Freehold,SURBITON,KINGSTON UPON THAMES,GREATER LONDON
1425000,44013,KT6 6PY,Detached,Pre-Owned,Freehold,SURBITON,KINGSTON UPON THAMES,GREATER LONDON
445000,44026,CR0 6NJ,Terraced,Pre-Owned,Freehold,CROYDON,CROYDON,GREATER LONDON
410000,44004,SM5 2JX,Terraced,Pre-Owned,Freehold,CARSHALTON,SUTTON,GREATER LONDON
1055050,44034,KT2 6HE,Semi-Detached,Pre-Owned,Freehold,KINGSTON UPON THAMES,KINGSTON UPON THAMES,GREATER LONDON
345000,44027,CR2 6JR,Terraced,Pre-Owned,Freehold,SOUTH CROYDON,CROYDON,GREATER LONDON
530000,44012,CR5 3JF,Terraced,Pre-Owned,Freehold,COULSDON,CROYDON,GREATER LONDON
470000,44043,SM4 4EX,Terraced,Pre-Owned,Freehold,MORDEN,MERTON,GREATER LONDON
450000,44046,KT9 1JP,Terraced,Pre-Owned,Freehold,CHESSINGTON,KINGSTON UPON THAMES,GREATER LONDON
575000,43697,E8 3QA,Flat,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
1800000,43698,E8 3QA,Flat,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
400000,43777,W3 6JF,Flat,Pre-Owned,Leasehold,LONDON,EALING,GREATER LONDON
415000,43777,W3 6JF,Flat,Pre-Owned,Leasehold,LONDON,EALING,GREATER LONDON
322500,43763,W5 2QS,Flat,Pre-Owned,Leasehold,LONDON,EALING,GREATER LONDON
145000,43768,EC3A 7AB,Other,Pre-Owned,Leasehold,LONDON,CITY OF LONDON,GREATER LONDON
900000,43742,NW2 6FU,Terraced,Pre-Owned,Leasehold,LONDON,BRENT,GREATER LONDON
23500,43781,N14 6EG,Other,Pre-Owned,Leasehold,LONDON,ENFIELD,GREATER LONDON
254500,43739,N12 9RX,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
335250,43739,N12 9RX,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
276925,43739,N12 9RX,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
335250,43739,N12 9RX,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
335250,43739,N12 9RX,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
9320,43784,N1 1EX,Other,Pre-Owned,Freehold,LONDON,ISLINGTON,GREATER LONDON
50000,43671,N19 5SE,Other,Pre-Owned,Leasehold,LONDON,ISLINGTON,GREATER LONDON
5500000,43726,EC2R 6LL,Other,Pre-Owned,Leasehold,LONDON,CITY OF LONDON,GREATER LONDON
14000,43783,,Other,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
500000,43784,E9 7DT,Other,Pre-Owned,Freehold,LONDON,HACKNEY,GREATER LONDON
120000,43791,NW6 2NP,Terraced,Pre-Owned,Freehold,LONDON,CAMDEN,GREATER LONDON
105700000,43675,NW1 3HP,Other,Pre-Owned,Freehold,LONDON,CAMDEN,GREATER LONDON
180000,43668,SE20 8LA,Terraced,Pre-Owned,Freehold,LONDON,BROMLEY,GREATER LONDON
370000,43672,CR2 0AA,Other,Pre-Owned,Freehold,SOUTH CROYDON,CROYDON,GREATER LONDON
1610000,43803,SE17 2TG,Other,Pre-Owned,Freehold,LONDON,SOUTHWARK,GREATER LONDON
420000,43749,SW19 1TU,Flat,Pre-Owned,Leasehold,LONDON,MERTON,GREATER LONDON
21849114,43699,SM1 2RF,Other,Pre-Owned,Leasehold,SUTTON,SUTTON,GREATER LONDON
880000,44043,KT17 3HN,Detached,Pre-Owned,Freehold,EPSOM,SUTTON,GREATER LONDON
130000,43798,DA17 5QQ,Other,Pre-Owned,Leasehold,BELVEDERE,BEXLEY,GREATER LONDON
2440000,43735,SM1 2GD,Other,Pre-Owned,Leasehold,SUTTON,SUTTON,GREATER LONDON
2440000,43735,SM1 2NP,Other,Pre-Owned,Leasehold,SUTTON,SUTTON,GREATER LONDON
10000,43704,,Other,Pre-Owned,Freehold,KESTON,BROMLEY,GREATER LONDON
300000,43699,,Other,Pre-Owned,Leasehold,BECKENHAM,BROMLEY,GREATER LONDON
281500,43720,SE20 8DD,Flat,Pre-Owned,Leasehold,LONDON,BROMLEY,GREATER LONDON
85000,43710,CR0 1DP,Flat,Pre-Owned,Leasehold,CROYDON,CROYDON,GREATER LONDON
10000,43738,CR7 6JB,Other,Pre-Owned,Leasehold,THORNTON HEATH,CROYDON,GREATER LONDON
51000,43748,,Other,Pre-Owned,Freehold,CHISLEHURST,BROMLEY,GREATER LONDON
195000,43531,SW19 2ED,Flat,Pre-Owned,Leasehold,LONDON,MERTON,GREATER LONDON
5900,43747,DA18 4DB,Other,Pre-Owned,Freehold,ERITH,BEXLEY,GREATER LONDON
650000,43759,SE19 2JA,Flat,Pre-Owned,Leasehold,LONDON,CROYDON,GREATER LONDON
25450,43755,SM5 2LB,Other,Pre-Owned,Freehold,CARSHALTON,SUTTON,GREATER LONDON
400000,43708,CR0 2LG,Other,Pre-Owned,Leasehold,CROYDON,CROYDON,GREATER LONDON
260000,43753,CR7 7RB,Flat,Pre-Owned,Leasehold,THORNTON HEATH,CROYDON,GREATER LONDON
1000,43765,,Other,Pre-Owned,Freehold,KESTON,BROMLEY,GREATER LONDON
1000,43765,,Other,Pre-Owned,Freehold,KESTON,BROMLEY,GREATER LONDON
480000,43761,CR8 3BJ,Flat,Pre-Owned,Leasehold,PURLEY,CROYDON,GREATER LONDON
500000,43754,SM6 0NN,Other,Pre-Owned,Leasehold,WALLINGTON,SUTTON,GREATER LONDON
250000,43517,CR5 1AN,Flat,Pre-Owned,Leasehold,COULSDON,CROYDON,GREATER LONDON
375000,43601,E17 9JX,Semi-Detached,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
480000,44001,SE8 3JP,Flat,Pre-Owned,Leasehold,LONDON,GREENWICH,GREATER LONDON
555000,44022,SE22 9AT,Flat,Pre-Owned,Leasehold,LONDON,SOUTHWARK,GREATER LONDON
365000,44013,BR1 5QF,Terraced,Pre-Owned,Freehold,BROMLEY,LEWISHAM,GREATER LONDON
390000,44048,SE1 6FS,Flat,Pre-Owned,Leasehold,LONDON,SOUTHWARK,GREATER LONDON
410000,44014,IG11 7RD,Terraced,Pre-Owned,Freehold,BARKING,BARKING AND DAGENHAM,GREATER LONDON
440000,44029,SW16 2BQ,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
270000,44008,SE13 5LE,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
485000,44029,TW1 4BH,Flat,Pre-Owned,Leasehold,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON
342000,44004,SW14 7RD,Flat,Pre-Owned,Leasehold,LONDON,RICHMOND UPON THAMES,GREATER LONDON
440750,44022,SW16 1QL,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
527000,44036,SW17 9NE,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
405000,44022,SE8 5EU,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
590000,44018,E20 1HU,Flat,Pre-Owned,Leasehold,LONDON,NEWHAM,GREATER LONDON
363000,44004,E6 3LF,Terraced,Pre-Owned,Freehold,LONDON,NEWHAM,GREATER LONDON
450000,44040,E16 1UX,Flat,Pre-Owned,Leasehold,LONDON,NEWHAM,GREATER LONDON
2642250,43980,SE1 7GS,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
408400,44001,SW16 2BH,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
256500,44025,SE10 0UJ,Flat,Pre-Owned,Leasehold,LONDON,GREENWICH,GREATER LONDON
295000,44008,SW16 5SA,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
265000,43994,SW17 6DA,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
300000,44008,E16 2PL,Flat,Pre-Owned,Leasehold,LONDON,NEWHAM,GREATER LONDON
680000,43987,SE24 9JL,Flat,Pre-Owned,Leasehold,LONDON,SOUTHWARK,GREATER LONDON
275500,44043,SE12 0HT,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
749950,44050,SW18 5AL,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
265000,44022,SW16 2NU,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
260000,44014,SE7 7UD,Flat,Pre-Owned,Leasehold,LONDON,GREENWICH,GREATER LONDON
410000,44012,E16 2NY,Flat,Pre-Owned,Leasehold,LONDON,NEWHAM,GREATER LONDON
370000,44004,E16 2FL,Flat,Pre-Owned,Leasehold,LONDON,NEWHAM,GREATER LONDON
300000,44036,SW16 5SA,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
685000,44043,SW17 9TF,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
580000,44029,SW17 7SH,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
485000,44012,SE6 2LD,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
600000,43759,CR3 0DH,Semi-Detached,Pre-Owned,Freehold,WHYTELEAFE,CROYDON,GREATER LONDON
1035000,43756,KT2 5HU,Semi-Detached,Pre-Owned,Freehold,KINGSTON UPON THAMES,KINGSTON UPON THAMES,GREATER LONDON
332500,43609,SE20 8LA,Flat,Pre-Owned,Leasehold,LONDON,BROMLEY,GREATER LONDON
440000,43686,CR8 3BJ,Flat,Pre-Owned,Leasehold,PURLEY,CROYDON,GREATER LONDON
290000,43763,SW19 3LD,Flat,Pre-Owned,Leasehold,LONDON,MERTON,GREATER LONDON
122500,43735,SE26 5FH,Flat,Pre-Owned,Leasehold,LONDON,BROMLEY,GREATER LONDON
370000,43763,SW16 4RA,Flat,Pre-Owned,Leasehold,LONDON,CROYDON,GREATER LONDON
340000,43756,SM4 6SS,Flat,Pre-Owned,Leasehold,MORDEN,MERTON,GREATER LONDON
260000,43769,KT6 4DE,Flat,Pre-Owned,Leasehold,SURBITON,KINGSTON UPON THAMES,GREATER LONDON
220000,43763,SE26 5ND,Flat,Pre-Owned,Leasehold,LONDON,BROMLEY,GREATER LONDON
312000,43756,CR7 7HU,Flat,Pre-Owned,Leasehold,THORNTON HEATH,CROYDON,GREATER LONDON
600000,43756,CR3 0DH,Semi-Detached,Pre-Owned,Freehold,WHYTELEAFE,CROYDON,GREATER LONDON
195000,43740,CR7 8JL,Flat,Pre-Owned,Leasehold,THORNTON HEATH,CROYDON,GREATER LONDON
399950,43749,SE25 6DD,Flat,Pre-Owned,Leasehold,LONDON,CROYDON,GREATER LONDON
399500,43775,BR6 7BA,Flat,Pre-Owned,Leasehold,ORPINGTON,BROMLEY,GREATER LONDON
825000,43777,BR6 7JS,Detached,Pre-Owned,Freehold,ORPINGTON,BROMLEY,GREATER LONDON
439000,43761,CR0 7NJ,Flat,Pre-Owned,Leasehold,CROYDON,CROYDON,GREATER LONDON
310000,43748,DA7 4QU,Flat,Pre-Owned,Leasehold,BEXLEYHEATH,BEXLEY,GREATER LONDON
340000,43763,CR8 3AN,Flat,Pre-Owned,Leasehold,PURLEY,CROYDON,GREATER LONDON
285000,43768,SW17 9DG,Flat,Pre-Owned,Leasehold,LONDON,MERTON,GREATER LONDON
447000,43777,CR8 4LA,Flat,Pre-Owned,Leasehold,PURLEY,CROYDON,GREATER LONDON
305000,43749,CR0 1AE,Flat,Pre-Owned,Leasehold,CROYDON,CROYDON,GREATER LONDON
325000,43693,DA15 8LH,Flat,Pre-Owned,Leasehold,SIDCUP,BEXLEY,GREATER LONDON
200000,43721,SE25 5PH,Flat,Pre-Owned,Leasehold,LONDON,CROYDON,GREATER LONDON
240000,43749,CR7 8JL,Flat,Pre-Owned,Leasehold,THORNTON HEATH,CROYDON,GREATER LONDON
400000,43768,BR5 3PG,Terraced,Pre-Owned,Freehold,ORPINGTON,BROMLEY,GREATER LONDON
233796,43768,SW17 9DG,Flat,Pre-Owned,Leasehold,LONDON,MERTON,GREATER LONDON
215000,43782,KT5 8PJ,Flat,Pre-Owned,Leasehold,SURBITON,KINGSTON UPON THAMES,GREATER LONDON
1800000,43690,SW19 4JL,Terraced,Pre-Owned,Freehold,LONDON,MERTON,GREATER LONDON
875000,43752,SW20 8LD,Terraced,Pre-Owned,Freehold,LONDON,MERTON,GREATER LONDON
210000,43749,CR7 8NF,Flat,Pre-Owned,Leasehold,THORNTON HEATH,CROYDON,GREATER LONDON
270000,43788,SM1 4RL,Flat,Pre-Owned,Leasehold,SUTTON,SUTTON,GREATER LONDON
300000,43724,E13 0LR,Flat,Pre-Owned,Leasehold,LONDON,NEWHAM,GREATER LONDON
490000,43753,SW17 0QG,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
710000,43738,SE22 8RS,Flat,Pre-Owned,Leasehold,LONDON,SOUTHWARK,GREATER LONDON
745000,43693,SW11 3AA,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
3250000,43731,SW18 2SZ,Detached,Pre-Owned,Freehold,LONDON,WANDSWORTH,GREATER LONDON
199750,43735,IG11 8JZ,Flat,Pre-Owned,Leasehold,BARKING,BARKING AND DAGENHAM,GREATER LONDON
440000,43725,SE27 0PE,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
550000,43755,SW2 5AP,Terraced,Pre-Owned,Freehold,LONDON,LAMBETH,GREATER LONDON
587500,43735,SE22 8RS,Flat,Pre-Owned,Leasehold,LONDON,SOUTHWARK,GREATER LONDON
376000,43699,SW4 7RA,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
520000,43749,SW9 6AR,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
523000,43685,SE5 8NA,Flat,Pre-Owned,Leasehold,LONDON,SOUTHWARK,GREATER LONDON
350000,43724,TW12 2BS,Flat,Pre-Owned,Leasehold,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON
610000,43726,TW10 6JX,Flat,Pre-Owned,Leasehold,RICHMOND,RICHMOND UPON THAMES,GREATER LONDON
335000,43616,SE15 2ND,Flat,Pre-Owned,Leasehold,LONDON,SOUTHWARK,GREATER LONDON
280000,43755,SE13 6BZ,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
584000,43739,SE21 8NL,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
350000,43749,SE4 2EN,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
670000,43572,SW13 0NZ,Flat,Pre-Owned,Leasehold,LONDON,RICHMOND UPON THAMES,GREATER LONDON
420000,43693,SW11 3AA,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
570000,43672,SW15 5FA,Flat,NewBuild,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
355000,43755,SE13 6SX,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
426000,43734,SE22 8RS,Flat,Pre-Owned,Leasehold,LONDON,SOUTHWARK,GREATER LONDON
490000,43749,SE12 8UE,Flat,Pre-Owned,Leasehold,LONDON,GREENWICH,GREATER LONDON
299000,43735,SW16 5SA,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
320000,43745,SW18 2LL,Flat,Pre-Owned,Leasehold,LONDON,WANDSWORTH,GREATER LONDON
800000,43662,SE1 1AU,Flat,NewBuild,Leasehold,LONDON,SOUTHWARK,GREATER LONDON
415000,43742,SE23 2PY,Flat,Pre-Owned,Leasehold,LONDON,LEWISHAM,GREATER LONDON
495000,43749,SW2 4XL,Flat,Pre-Owned,Leasehold,LONDON,LAMBETH,GREATER LONDON
396100,43741,SW13 9EW,Flat,Pre-Owned,Leasehold,LONDON,RICHMOND UPON THAMES,GREATER LONDON
515750,43762,E13 0HB,Terraced,Pre-Owned,Freehold,LONDON,NEWHAM,GREATER LONDON
830000,43756,SW18 3JB,Semi-Detached,Pre-Owned,Freehold,LONDON,WANDSWORTH,GREATER LONDON
625000,43777,W3 6JF,Flat,Pre-Owned,Leasehold,LONDON,EALING,GREATER LONDON
385000,43777,W3 6JF,Flat,Pre-Owned,Leasehold,LONDON,EALING,GREATER LONDON
7214110,43759,,Other,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
1650000,43781,UB1 1JY,Other,Pre-Owned,Freehold,SOUTHALL,EALING,GREATER LONDON
242500,43767,N2 8AU,Other,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
600000,43782,E9 7HJ,Other,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
243750,43774,EN1 2PT,Flat,Pre-Owned,Leasehold,ENFIELD,ENFIELD,GREATER LONDON
205000,43777,N14 5PH,Flat,Pre-Owned,Leasehold,LONDON,ENFIELD,GREATER LONDON
10000,43791,UB3 4NS,Other,Pre-Owned,Leasehold,HAYES,HILLINGDON,GREATER LONDON
1472965,43794,N20 0LH,Other,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
243750,43774,EN1 2PT,Flat,Pre-Owned,Leasehold,ENFIELD,ENFIELD,GREATER LONDON
290000,43525,N17 6HN,Flat,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
135000,43802,HA2 6ND,Other,Pre-Owned,Leasehold,HARROW,HARROW,GREATER LONDON
220892,43721,HA9 8BE,Flat,NewBuild,Leasehold,WEMBLEY,BRENT,GREATER LONDON
261583,43721,HA9 8BE,Flat,NewBuild,Leasehold,WEMBLEY,BRENT,GREATER LONDON
217017,43721,HA9 8BE,Flat,NewBuild,Leasehold,WEMBLEY,BRENT,GREATER LONDON
339088,43721,HA9 8BE,Flat,NewBuild,Leasehold,WEMBLEY,BRENT,GREATER LONDON
271271,43721,HA9 8BE,Flat,NewBuild,Leasehold,WEMBLEY,BRENT,GREATER LONDON
18000,43811,E9 7JA,Other,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
117000,43812,N7 9HD,Other,Pre-Owned,Leasehold,LONDON,ISLINGTON,GREATER LONDON
340000,43819,W7 3HS,Flat,Pre-Owned,Leasehold,LONDON,EALING,GREATER LONDON
954232,43651,EC3N 1BJ,Other,Pre-Owned,Leasehold,LONDON,CITY OF LONDON,GREATER LONDON
488750,43651,E1 1DB,Other,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
488750,43651,E1 1BY,Other,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
488750,43651,E1 1DE,Other,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
561727,43651,HA1 1FD,Other,Pre-Owned,Leasehold,HARROW,HARROW,GREATER LONDON
475051,43651,HA6 3BG,Other,Pre-Owned,Leasehold,NORTHWOOD,HILLINGDON,GREATER LONDON
599199,43651,EC3N 1BD,Other,Pre-Owned,Leasehold,LONDON,CITY OF LONDON,GREATER LONDON
511364,43651,HA6 2XW,Other,Pre-Owned,Leasehold,NORTHWOOD,HILLINGDON,GREATER LONDON
408957,43651,EC3N 1BD,Other,Pre-Owned,Leasehold,LONDON,CITY OF LONDON,GREATER LONDON
360833,43651,N3 2RY,Other,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
360833,43651,N3 1RJ,Other,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
360833,43651,N3 2RY,Other,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
320000,43712,CR8 2LA,Other,Pre-Owned,Leasehold,PURLEY,CROYDON,GREATER LONDON
199500,43619,DA8 2PT,Terraced,Pre-Owned,Freehold,ERITH,BEXLEY,GREATER LONDON
275000,43768,SM6 9BN,Flat,Pre-Owned,Leasehold,WALLINGTON,SUTTON,GREATER LONDON
260000,43768,SM6 9BN,Flat,Pre-Owned,Leasehold,WALLINGTON,SUTTON,GREATER LONDON
15000,43774,SE9 4QP,Other,Pre-Owned,Freehold,LONDON,BROMLEY,GREATER LONDON
265000,43783,DA17 5JZ,Semi-Detached,Pre-Owned,Freehold,BELVEDERE,BEXLEY,GREATER LONDON
15000,43682,BR1 3PW,Other,Pre-Owned,Leasehold,BROMLEY,BROMLEY,GREATER LONDON
16915,43787,,Other,Pre-Owned,Freehold,CHISLEHURST,BROMLEY,GREATER LONDON
48735,43787,,Other,Pre-Owned,Freehold,CHISLEHURST,BROMLEY,GREATER LONDON
12200,43788,DA7 6RG,Other,Pre-Owned,Freehold,BEXLEYHEATH,BEXLEY,GREATER LONDON
298000,43749,DA7 4AE,Flat,Pre-Owned,Leasehold,BEXLEYHEATH,BEXLEY,GREATER LONDON
450000,43787,SM4 4LZ,Other,Pre-Owned,Freehold,MORDEN,MERTON,GREATER LONDON
300000,43762,CR0 1XX,Other,Pre-Owned,Freehold,CROYDON,CROYDON,GREATER LONDON
300000,43713,BR1 3PY,Other,Pre-Owned,Leasehold,BROMLEY,BROMLEY,GREATER LONDON
205500,43789,CR0 8BJ,Other,Pre-Owned,Leasehold,CROYDON,CROYDON,GREATER LONDON
